iter	Passed	Remaining
1660	54125	11046
1661	54156	11013
1662	54190	10981
1663	54221	10948
1664	54252	10915
1665	54281	10882
1666	54308	10848
1667	54339	10815
1668	54369	10782
1669	54405	10750
1670	54439	10718
1671	54469	10685
1672	54501	10652
1673	54535	10620
1674	54566	10587
1675	54599	10555
1676	54631	10522
1677	54669	10490
1678	54704	10458
1679	54735	10425
1680	54771	10393
1681	54803	10361
1682	54836	10328
1683	54865	10295
1684	54897	10262
1685	54933	10230
1686	54964	10197
1687	54996	10165
1688	55031	10133
1689	55064	10100
1690	55095	10067
1691	55126	10034
1692	55155	10001
1693	55192	9969
1694	55222	9936
1695	55251	9903
1696	55288	9871
1697	55318	9838
1698	55355	9806
1699	55385	9773
1700	55416	9741
1701	55446	9708
1702	55476	9675
1703	55510	9642
1704	55544	9610
1705	55575	9577
1706	55609	9545
1707	55639	9512
1708	55677	9480
1709	55714	9448
1710	55745	9415
1711	55777	9383
1712	55815	9351
1713	55843	9318
1714	55871	9284
1715	55906	9252
1716	55939	9220
1717	55972	9187
1718	56003	9154
1719	56032	9121
1720	56064	9088
1721	56094	9055
1722	56127	9023
1723	56156	8990
1724	56186	8957
1725	56218	8924
1726	56256	8892
1727	56288	8860
1728	56325	8828
1729	56362	8796
1730	56393	8763
1731	56424	8730
1732	56452	8697
1733	56483	8664
1734	56519	8632
1735	56556	8600
1736	56588	8568
1737	56619	8535
1738	56657	8503
1739	56688	8470
1740	56716	8437
1741	56746	8404
1742	56783	8372
1743	56820	8340
1744	56851	8307
1745	56884	8275
1746	56921	8243
1747	56950	8210
1748	56981	8177
1749	57013	8144
1750	57051	8112
1751	57083	8080
1752	57115	8047
1753	57147	8014
1754	57178	7982
1755	57211	7949
1756	57242	7916
1757	57271	7883
1758	57300	7850
1759	57334	7818
1760	57373	7786
1761	57411	7754
1762	57439	7721
1763	57477	7689
1764	57511	7657
1765	57540	7624
1766	57573	7591
1767	57610	7559
1768	57641	7526
1769	57676	7494
1770	57708	7462
1771	57742	7429
1772	57778	7397
1773	57811	7364
1774	57845	7332
1775	57877	7299
1776	57912	7267
1777	57945	7235
1778	57979	7202
1779	58014	7170
1780	58048	7137
1781	58078	7105
1782	58112	7072
1783	58143	7039
1784	58175	7007
1785	58206	6974
1786	58235	6941
1787	58262	6908
1788	58300	6876
1789	58331	6843
1790	58361	6810
1791	58394	6777
1792	58427	6745
1793	58455	6712
1794	58488	6679
1795	58517	6646
1796	58548	6613
1797	58578	6581
1798	58613	6548
1799	58650	6516
1800	58679	6483
1801	58711	6451
1802	58745	6418
1803	58781	6386
1804	58811	6353
1805	58841	6320
1806	58870	6287
1807	58904	6255
1808	58934	6222
1809	58967	6189
1810	58995	6156
1811	59028	6124
1812	59061	6091
1813	59091	6058
1814	59120	6026
1815	59148	5993
1816	59177	5960
1817	59205	5927
1818	59235	5894
1819	59265	5861
1820	59293	5828
1821	59325	5795
1822	59358	5763
1823	59386	5730
1824	59420	5697
1825	59454	5665
1826	59488	5633
1827	59520	5600
1828	59556	5568
1829	59585	5535
1830	59623	5503
1831	59656	5470
1832	59688	5438
1833	59718	5405
1834	59752	5372
1835	59782	5340
1836	59826	5308
1837	59857	5275
1838	59892	5243
1839	59925	5210
1840	59959	5178
1841	59992	5145
1842	60031	5113
1843	60070	5081
1844	60106	5049
1845	60148	5017
1846	60183	4985
1847	60223	4953
1848	60259	4921
1849	60295	4888
1850	60325	4855
1851	60355	4823
1852	60388	4790
1853	60417	4757
1854	60455	4725
1855	60494	4693
1856	60533	4661
1857	60564	4628
1858	60600	4596
1859	60635	4563
1860	60671	4531
1861	60710	4499
1862	60743	4466
1863	60781	4434
1864	60814	4402
1865	60845	4369
1866	60878	4336
1867	60911	4304
1868	60951	4272
1869	60986	4239
1870	61024	4207
1871	61056	4174
1872	61088	4142
1873	61117	4109
1874	61154	4076
1875	61186	4044
1876	61221	4011
1877	61250	3978
1878	61279	3946
1879	61312	3913
1880	61342	3880
1881	61383	3848
1882	61425	3816
1883	61465	3784
1884	61507	3752
1885	61552	3720
1886	61587	3688
1887	61620	3655
1888	61651	3622
1889	61685	3590
1890	61728	3558
1891	61775	3526
1892	61811	3493
1893	61850	3461
1894	61888	3429
1895	61921	3396
1896	61966	3364
1897	62006	3332
1898	62048	3300
1899	62081	3267
1900	62119	3235
1901	62150	3202
1902	62181	3169
1903	62212	3136
1904	62250	3104
1905	62284	3071
1906	62316	3039
1907	62354	3006
1908	62388	2973
1909	62421	2941
1910	62450	2908
1911	62482	2875
1912	62512	2842
1913	62545	2810
1914	62576	2777
1915	62613	2745
1916	62647	2712
1917	62684	2679
1918	62724	2647
1919	62757	2614
1920	62786	2582
1921	62823	2549
1922	62859	2516
1923	62892	2484
1924	62927	2451
1925	62961	2419
1926	62992	2386
1927	63023	2353
1928	63053	2320
1929	63088	2288
1930	63126	2255
1931	63156	2222
1932	63190	2190
1933	63226	2157
1934	63259	2124
1935	63290	2092
1936	63325	2059
1937	63357	2026
1938	63387	1994
1939	63421	1961
1940	63451	1928
1941	63484	1896
1942	63517	1863
1943	63559	1830
1944	63597	1798
1945	63639	1765
1946	63677	1733
1947	63714	1700
1948	63746	1668
1949	63779	1635
1950	63812	1602
1951	63842	1569
1952	63877	1537
1953	63914	1504
1954	63946	1471
1955	63983	1439
1956	64014	1406
1957	64046	1373
1958	64078	1341
1959	64109	1308
1960	64147	1275
1961	64180	1243
1962	64218	1210
1963	64257	1177
1964	64288	1145
1965	64322	1112
1966	64352	1079
1967	64387	1046
1968	64424	1014
1969	64457	981
1970	64490	948
1971	64520	916
1972	64554	883
1973	64587	850
1974	64625	818
1975	64656	785
1976	64690	752
1977	64726	719
1978	64757	687
1979	64794	654
1980	64827	621
1981	64858	589
1982	64889	556
1983	64921	523
1984	64952	490
1985	64986	458
1986	65023	425
1987	65053	392
1988	65090	359
1989	65120	327
1990	65154	294
1991	65195	261
1992	65230	229
1993	65275	196
1994	65316	163
1995	65352	130
1996	65398	98
1997	65443	65
1998	65481	32
1999	65517	0
